央视频道,#genre#
金昌综合,http://play.kankanlive.com/live/1660096574549900.m3u8
金昌综合,http://play.kankanlive.com/live/1660096574549900.flv
张掖新闻,http://play.kankanlive.com/live/1675849013180979.m3u8
张掖新闻,http://play.kankanlive.com/live/1675849013180979.flv
定西综合,https://play.kankanlive.com/live/1675303871634928.m3u8
定西综合,http://play.kankanlive.com/live/1675303871634928.flv
定西文旅生活,http://play.kankanlive.com/live/1675303983674929.m3u8
定西文旅生活,http://play.kankanlive.com/live/1675303983674929.flv
天祝电视台,https://play.kankanlive.com/live/1656487214793905.m3u8
泰安综合,http://play.kankanlive.com/live/1680577080200944.m3u8
泰安综合,http://play.kankanlive.com/live/1680577080200944.flv
静宁新闻综合,https://play.kankanlive.com/live/1658194434596952.m3u8
景泰电视台,https://play.kankanlive.com/live/1624439143745981.m3u8
西和综合,https://play.kankanlive.com/live/1659926941626981.m3u8
古浪综合,http://play.kankanlive.com/live/1647934328544907.m3u8
古浪综合,http://play.kankanlive.com/live/1647934328544907.flv
永昌电视台,https://play.kankanlive.com/live/1652755738635915.m3u8
陇西电视台,https://play.kankanlive.com/live/1669881644081970.m3u8
平川电视台,http://play.kankanlive.com/live/1658907556249918.m3u8
平川电视台,http://play.kankanlive.com/live/1658907556249918.flv
岷县电视台,http://play.kankanlive.com/live/1672715401874967.m3u8
岷县电视台,http://play.kankanlive.com/live/1672715401874967.flv
庄浪电视台,https://play.kankanlive.com/live/1655107221272926.m3u8
金川电视台,http://play.kankanlive.com/live/1657360567739997.m3u8
金川电视台,http://play.kankanlive.com/live/1657360567739997.flv
安定电视台,https://play.kankanlive.com/live/1672881652415978.m3u8
安定电视台,http://play.kankanlive.com/live/1672881652415978.flv
靖远电视台,https://play.kankanlive.com/live/1658390970673988.m3u8
天祝电视台,https://play.kankanlive.com/live/1656487214793905.m3u8
天祝电视台,http://play.kankanlive.com/live/1656487214793905.m3u8
天祝电视台,http://play.kankanlive.com/live/1656487214793905.flv
靖远电视台,https://play.kankanlive.com/live/1658390970673988.m3u8
通渭电视台,http://play.kankanlive.com/live/1661761962676984.m3u8
通渭电视台,http://play.kankanlive.com/live/1661761962676984.flv
秦安电视台,https://play.kankanlive.com/live/1680577080200944.m3u8
秦安电视台,http://play.kankanlive.com/live/1680577080200944.flv
超清频道,#genre#
CCTV5超清,http://txycdn.video.qq.com/1369718503.m3u8?time=1787839350&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIFU5cPvTYwcRCN15QPeDP6dx9yE34siDIIpsWMIxOYeiEM4_qOuPw2FvT0wJ7N7hWsQBcO9n9eHA5U45Q39qD84sr3i8NViLvVwt4H_syHLycLVZi99MC9rUlFPyhelIeIBliJMAcHuveKdIdPk9rO9Az6z4JsCvtp2EACvpaNPskTw3QjZ9gd4aJ7yzvq6JKsrI6msAlb0gdyJV4bJhINGxXqzNll0WllbfPOTATppaii3gamCNi9VhsM6E2mocWAMIJfT8HaRx6zNE9tCqKiC9rYl1SUgcizDdqKlBiSYGcXGXwu9N0sh2Jw1zRYeCbrNNkoBK-xwGiQzdOrmkYTgeNjdljz0AgFMfetNpqNDDNmIOzlTVomIApMAYMGeyu03hiUOQUGg0VfIdn_IiJup7-4Vc_akCDm0Ar4tuTH-YWOAWBcYTMcAAW-gUEGSeX1vHo7dyz59QF19pzRuDvTOyUeca-gZB92oM3HsWIVWIEa7WAkLskXMZs80PDNZ02dFrMIc2g3nRsWUeRFtwD_FGYu5S3UWh0fn8uckUZNJqN2gv&drmtype=0
CCTV8超清,http://txycdn.video.qq.com/1370436703.m3u8?time=1787839335&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIKxHNww-ioa2VHutFEyPyC3uJtCpDlMIlI4p3LN-aCYREItHd-UPneKpkPzWCZGLheUBcJdBa1lQIaiM22Ap7YmDvg-UsDIlcmo-nnXb_G-QUvK5LHeZlCCVNc62G7_WT_D5tPnsi6yA1kjGLiffgMvAV-Y6LJGz4LHx6hlhrMxTKgLAwV3t6jg2UBd89xXWcWx1DYg1avgoTBgNIJIqAdVuIHywQxHenQrDOY72UhXoGUzhR7n0IdwZo09dChtm5vI61WZk_FlBR5Smy7BIuc7l50pReGhegmWoqO1MowNNo0bRlZbHe0Y8H0b2TPFsRMiS1akl9qv0ZtW488t3b_Iakzi6VyEL6ZkUopVFEbzDXtgiZRUV4x51XYgu0oO9e9n691HVOWMa_Vd9Cj5cKIYEoO6gkLni-XL_JOKKhlGqhGWPZ6ft5K--3uwKX7fVSd72p_9bU13NZv-FO1FsgZvzfqFwHbZ33PifT1_6G1dzunfxbKXt4_2-ZM6vqhycxNOVo5Zs8Wfdb2moTuw4v-FXTPjwqM25svM7RiKUPy-96EfG&drmtype=0
CCTV9超清,http://txycdn.video.qq.com/1755788303.m3u8?time=1787839330&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIGftHPmQ74jJSkicjkzcD9X0X4OcC8QTCDwFXqo-iRwOEMmEjnrfqx_-inpVjNK-B3sBcGoN4syfVOt7B-lfb8vbz1EWT8H5xQqMyeYddWY2pOQLP4Mk4C76XJpRqq0GfCJs9_iyz1twBYNaFpYbsLJDtRRykItCBACTmJcMRrc7GF_pe7JEuVZuTg5v6hDxecMlaLqMZXIJQz95TC_C2lxUuSpT3cii2c7hJR_5jP3MKe-BPpFf0q767Uwhq7lnFGMxqumKN84jvODkC3a-PY1StGfktTL2RhDjjavk0dLSkpbrGMgmkR204q8kIv8LcxL3JFl6G0GZHkiE1Rdr_aj63lSKtchqu-jEP0z0MdMGX6xqDrbPiLgISU8nlIW2bGLArxxl3jwjqDuPdLVS8KyF2RGSMSqMPXmHXBV2c96CXmrynZzBbsXS818zKJMjkxdcpxHWGAtd1rENfTVuaZL9EZqsKjanNYGcKJh9n4QY6uUdtpyp5Me3j_wU8xj56Jd4vGk4zk-Foyz3u34xSbriV7UsV5LlRWw9g60Nnr1MD-pb&drmtype=0
CCTV10超清,http://txycdn.video.qq.com/1370437003.m3u8?time=1787839324&from=player&cdn=tcloud&sdtfrom=v401010931632&platform=4010603&butype=31&HLSP2P=1&vkey=nvkey_AQQgIPrn4ZdKoAe5sJ96phLATerPTcXptDE_DadfRbmk6cK5EEZtvVa_tU-heGegf3tRSEgBcE1yRTP_7xEinysWVwGMhvWhXpM9VYD3pi4LXVDBcVm2pkbbrUgW_hexjjBd0lJXtTlyVT09-sq8KewPPyLT9eRz87yvjZC0rBBim4MCP_3vLwScfB9q-Ftv8sxO8eMditQe_2ghI4OYqMpFYGZ_dKqHTLN3gXMonbr9krqdk1WUSn42BXpWsOAgEGhAHJMKTE7MYTTbvJxePd6kmVzjyLjx8P9nmnOthQ7wrHSkanP7mZiCMB0xxxJAjJQNeF-nflussaEtHvGVm88GbVqJ2NICui8eMEhvh-0B8tJOPo3MGitEYBgJ4i_2MzwxZNe4YOhkBAHzKzHrzygBmlpz7FBHRVFZYpNqWm8d47HTyJ8ImTdy3CGnuqVQmYxdhw_C9VyrJIz2mwW89PXnepd34z-QOAANfam-zIAo6BSNRIJ9aeJZ6mSnHM4tBbyJ0RX5Aypd7AbOCdG7iJH2nRaJ0Zz0jt1BO4YF83kqSczMJvU9&drmtype=0
CCTV13超清,http://pull-hls-f26.douyincdn.com/media/stream-696306310906118828.m3u8?expire=6a94fae0&sign=29535db98692293a7e017b84974a9105&arch_hrchy=w1&major_anchor_level=common&exp_hrchy=w1&t_id=037-202608241154074B5B8723871F36F459E3-QwZkwi
CCTV16超清,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
湖南卫视超清,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=
湖南卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=
浙江卫视超清,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视超清,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
深圳卫视超清,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
天津卫视超清,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
山东卫视超清,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=
山东卫视超清,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
重庆卫视超清,http://38.75.136.137:98/gslb/dsdqpub/cqwshd.m3u8?auth=testpub
东南卫视超清,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视4K,http://ali-xwl.cztv.com/live/channel4k2160p.m3u8
